order_id,step_id,exception_code,exception_label,minutes_added,rework_flag
BL-11487,stage_ship,missed_sla,Missed same-day dock,53.3,0
BL-11488,stage_ship,missed_sla,Missed same-day dock,41.0,0
BL-11489,qc,label_mismatch,Label mismatch,12.2,1
BL-11489,stage_ship,missed_sla,Missed same-day dock,78.9,0
BL-11495,stage_ship,label_mismatch,Label mismatch,5.1,1
BL-11498,pick,short_pick,Short pick / slot empty,7.0,1
BL-11503,stage_ship,weight_fail,In-line weight fail,9.8,1
BL-11503,stage_ship,missed_sla,Missed same-day dock,26.9,0
BL-11507,stage_ship,missed_sla,Missed same-day dock,3.1,0
BL-11509,stage_ship,missed_sla,Missed same-day dock,8.3,0
BL-11511,stage_ship,missed_sla,Missed same-day dock,2.0,0
BL-11514,pack,damaged_carton,Damaged carton,12.9,0
BL-11517,stage_ship,missed_sla,Missed same-day dock,20.8,0
BL-11521,slot_locate,weight_fail,In-line weight fail,9.7,1
BL-11521,pick,short_pick,Short pick / slot empty,13.2,1
BL-11521,stage_ship,missed_sla,Missed same-day dock,48.4,0
BL-11522,stage_ship,missed_sla,Missed same-day dock,10.3,0
BL-11524,pack,damaged_carton,Damaged carton,9.9,0
BL-11524,stage_ship,missed_sla,Missed same-day dock,14.7,0
BL-11525,slot_locate,weight_fail,In-line weight fail,12.7,1
BL-11526,qc,weight_fail,In-line weight fail,12.2,1
BL-11526,stage_ship,missed_sla,Missed same-day dock,30.7,0
BL-11532,stage_ship,missed_sla,Missed same-day dock,10.1,0
BL-11537,pick,short_pick,Short pick / slot empty,8.8,1
BL-11537,stage_ship,missed_sla,Missed same-day dock,104.5,0
BL-11538,stage_ship,missed_sla,Missed same-day dock,23.4,0
BL-11539,stage_ship,missed_sla,Missed same-day dock,13.5,0
BL-11540,stage_ship,missed_sla,Missed same-day dock,1.5,0
BL-11541,qc,weight_fail,In-line weight fail,6.2,1
BL-11542,pack,damaged_carton,Damaged carton,11.0,0
BL-11542,stage_ship,missed_sla,Missed same-day dock,14.9,0
BL-11545,pick,short_pick,Short pick / slot empty,13.6,1
BL-11549,stage_ship,missed_sla,Missed same-day dock,5.7,0
BL-11553,qc,label_mismatch,Label mismatch,12.9,1
BL-11554,qc,label_mismatch,Label mismatch,6.6,1
BL-11555,stage_ship,missed_sla,Missed same-day dock,0.7,0
BL-11559,stage_ship,missed_sla,Missed same-day dock,7.3,0
BL-11563,stage_ship,missed_sla,Missed same-day dock,9.1,0
BL-11564,pick,short_pick,Short pick / slot empty,15.3,1
BL-11564,stage_ship,missed_sla,Missed same-day dock,38.3,0
BL-11566,pick,short_pick,Short pick / slot empty,11.7,1
BL-11566,stage_ship,missed_sla,Missed same-day dock,46.4,0
BL-11568,stage_ship,missed_sla,Missed same-day dock,17.8,0
BL-11569,stage_ship,missed_sla,Missed same-day dock,34.8,0
BL-11571,stage_ship,weight_fail,In-line weight fail,10.4,1
BL-11573,pick,short_pick,Short pick / slot empty,14.2,1
BL-11573,stage_ship,missed_sla,Missed same-day dock,8.9,0
BL-11575,slot_locate,label_mismatch,Label mismatch,10.8,1
BL-11575,qc,weight_fail,In-line weight fail,12.1,1
BL-11575,stage_ship,missed_sla,Missed same-day dock,23.9,0
BL-11576,stage_ship,missed_sla,Missed same-day dock,6.9,0
BL-11579,qc,weight_fail,In-line weight fail,7.8,1
BL-11579,stage_ship,missed_sla,Missed same-day dock,4.4,0
BL-11580,stage_ship,missed_sla,Missed same-day dock,12.3,0
BL-11581,stage_ship,missed_sla,Missed same-day dock,48.7,0
BL-11582,stage_ship,missed_sla,Missed same-day dock,10.6,0
BL-11586,qc,label_mismatch,Label mismatch,8.5,1
BL-11590,stage_ship,missed_sla,Missed same-day dock,20.0,0
BL-11591,qc,label_mismatch,Label mismatch,5.3,1
BL-11593,pick,short_pick,Short pick / slot empty,12.7,1
BL-11593,stage_ship,missed_sla,Missed same-day dock,1.8,0
BL-11596,stage_ship,weight_fail,In-line weight fail,14.3,1
BL-11600,pick,short_pick,Short pick / slot empty,9.7,1
BL-11603,qc,weight_fail,In-line weight fail,8.1,1
BL-11603,stage_ship,missed_sla,Missed same-day dock,31.2,0
BL-11604,stage_ship,missed_sla,Missed same-day dock,7.2,0
BL-11605,stage_ship,missed_sla,Missed same-day dock,34.8,0
BL-11606,stage_ship,missed_sla,Missed same-day dock,46.9,0
BL-11607,stage_ship,weight_fail,In-line weight fail,9.5,1
BL-11607,stage_ship,missed_sla,Missed same-day dock,29.2,0
BL-11608,stage_ship,missed_sla,Missed same-day dock,15.5,0
BL-11609,slot_locate,label_mismatch,Label mismatch,9.5,1
BL-11609,stage_ship,missed_sla,Missed same-day dock,22.6,0
BL-11610,qc,weight_fail,In-line weight fail,10.6,1
BL-11610,stage_ship,missed_sla,Missed same-day dock,9.4,0
BL-11613,stage_ship,missed_sla,Missed same-day dock,53.0,0
BL-11614,stage_ship,missed_sla,Missed same-day dock,4.8,0
BL-11616,stage_ship,missed_sla,Missed same-day dock,6.2,0
BL-11618,pack,damaged_carton,Damaged carton,17.0,0
BL-11623,stage_ship,missed_sla,Missed same-day dock,44.9,0
BL-11625,stage_ship,missed_sla,Missed same-day dock,28.0,0
BL-11627,stage_ship,missed_sla,Missed same-day dock,12.2,0
BL-11629,stage_ship,missed_sla,Missed same-day dock,8.0,0
BL-11631,stage_ship,missed_sla,Missed same-day dock,9.8,0
BL-11632,stage_ship,weight_fail,In-line weight fail,8.7,1
BL-11632,stage_ship,missed_sla,Missed same-day dock,6.2,0
BL-11633,stage_ship,missed_sla,Missed same-day dock,4.3,0
BL-11635,stage_ship,missed_sla,Missed same-day dock,58.9,0
BL-11640,pack,damaged_carton,Damaged carton,5.1,0
BL-11642,slot_locate,weight_fail,In-line weight fail,14.8,1
BL-11643,stage_ship,missed_sla,Missed same-day dock,1.3,0
BL-11650,qc,label_mismatch,Label mismatch,15.0,1
BL-11650,stage_ship,missed_sla,Missed same-day dock,2.8,0
BL-11651,slot_locate,weight_fail,In-line weight fail,5.9,1
BL-11652,pick,short_pick,Short pick / slot empty,11.9,1
BL-11654,stage_ship,missed_sla,Missed same-day dock,36.4,0
BL-11655,stage_ship,missed_sla,Missed same-day dock,40.3,0
BL-11659,stage_ship,missed_sla,Missed same-day dock,43.0,0
BL-11660,stage_ship,missed_sla,Missed same-day dock,11.2,0
BL-11664,stage_ship,missed_sla,Missed same-day dock,12.6,0
BL-11667,pack,damaged_carton,Damaged carton,4.0,0
BL-11667,stage_ship,missed_sla,Missed same-day dock,45.8,0
BL-11668,stage_ship,missed_sla,Missed same-day dock,30.0,0
BL-11669,stage_ship,missed_sla,Missed same-day dock,1.6,0
BL-11676,stage_ship,missed_sla,Missed same-day dock,2.8,0
BL-11684,stage_ship,missed_sla,Missed same-day dock,6.3,0
BL-11686,stage_ship,missed_sla,Missed same-day dock,5.2,0
BL-11687,stage_ship,missed_sla,Missed same-day dock,10.3,0
BL-11689,pick,short_pick,Short pick / slot empty,15.7,1
BL-11689,stage_ship,missed_sla,Missed same-day dock,6.0,0
BL-11690,stage_ship,missed_sla,Missed same-day dock,3.0,0
BL-11691,pack,damaged_carton,Damaged carton,17.3,0
BL-11691,stage_ship,label_mismatch,Label mismatch,15.8,1
BL-11691,stage_ship,missed_sla,Missed same-day dock,8.5,0
BL-11693,qc,label_mismatch,Label mismatch,20.3,1
BL-11696,qc,label_mismatch,Label mismatch,14.9,1
BL-11696,stage_ship,missed_sla,Missed same-day dock,33.1,0
BL-11697,stage_ship,missed_sla,Missed same-day dock,18.4,0
BL-11698,slot_locate,label_mismatch,Label mismatch,12.2,1
BL-11698,stage_ship,missed_sla,Missed same-day dock,1.1,0
BL-11704,wave_release,weight_fail,In-line weight fail,17.5,1
BL-11704,slot_locate,weight_fail,In-line weight fail,12.8,1
BL-11704,stage_ship,missed_sla,Missed same-day dock,26.9,0
BL-11706,stage_ship,missed_sla,Missed same-day dock,10.0,0
BL-11707,qc,label_mismatch,Label mismatch,7.4,1
BL-11709,pick,short_pick,Short pick / slot empty,13.1,1
BL-11709,stage_ship,missed_sla,Missed same-day dock,98.6,0
BL-11710,pick,short_pick,Short pick / slot empty,17.0,1
BL-11710,stage_ship,missed_sla,Missed same-day dock,17.5,0
BL-11711,stage_ship,missed_sla,Missed same-day dock,68.1,0
BL-11712,pick,short_pick,Short pick / slot empty,10.2,1
BL-11712,stage_ship,missed_sla,Missed same-day dock,13.9,0
BL-11713,stage_ship,missed_sla,Missed same-day dock,54.1,0
BL-11714,stage_ship,missed_sla,Missed same-day dock,35.9,0
BL-11715,stage_ship,missed_sla,Missed same-day dock,15.0,0
BL-11718,stage_ship,missed_sla,Missed same-day dock,1.5,0
BL-11720,pack,damaged_carton,Damaged carton,16.9,0
BL-11720,stage_ship,missed_sla,Missed same-day dock,52.2,0
BL-11725,slot_locate,label_mismatch,Label mismatch,9.1,1
BL-11729,stage_ship,missed_sla,Missed same-day dock,9.1,0
BL-11730,slot_locate,label_mismatch,Label mismatch,14.2,1
BL-11730,stage_ship,missed_sla,Missed same-day dock,1.5,0
BL-11732,wave_release,weight_fail,In-line weight fail,11.5,1
BL-11732,slot_locate,weight_fail,In-line weight fail,7.4,1
BL-11732,stage_ship,missed_sla,Missed same-day dock,31.4,0
BL-11735,slot_locate,weight_fail,In-line weight fail,5.3,1
BL-11735,stage_ship,missed_sla,Missed same-day dock,15.2,0
BL-11736,stage_ship,missed_sla,Missed same-day dock,68.6,0
BL-11741,stage_ship,missed_sla,Missed same-day dock,18.4,0
BL-11744,pick,short_pick,Short pick / slot empty,10.1,1
BL-11744,qc,weight_fail,In-line weight fail,5.5,1
BL-11744,stage_ship,missed_sla,Missed same-day dock,23.1,0
BL-11745,stage_ship,missed_sla,Missed same-day dock,40.3,0
BL-11746,stage_ship,missed_sla,Missed same-day dock,2.6,0
BL-11750,qc,weight_fail,In-line weight fail,8.5,1
BL-11755,pick,short_pick,Short pick / slot empty,10.8,1
BL-11755,stage_ship,missed_sla,Missed same-day dock,25.8,0
BL-11756,qc,label_mismatch,Label mismatch,8.1,1
BL-11757,stage_ship,missed_sla,Missed same-day dock,9.4,0
BL-11762,stage_ship,missed_sla,Missed same-day dock,28.9,0
BL-11763,stage_ship,missed_sla,Missed same-day dock,1.4,0
BL-11764,qc,weight_fail,In-line weight fail,14.7,1
BL-11764,stage_ship,missed_sla,Missed same-day dock,19.3,0
BL-11765,stage_ship,missed_sla,Missed same-day dock,64.2,0
BL-11766,stage_ship,missed_sla,Missed same-day dock,44.3,0
BL-11767,stage_ship,missed_sla,Missed same-day dock,35.7,0
BL-11770,stage_ship,missed_sla,Missed same-day dock,16.3,0
BL-11774,stage_ship,missed_sla,Missed same-day dock,8.2,0
BL-11779,wave_release,weight_fail,In-line weight fail,15.0,1
BL-11783,stage_ship,missed_sla,Missed same-day dock,5.3,0
BL-11786,pick,short_pick,Short pick / slot empty,11.5,1
BL-11786,stage_ship,missed_sla,Missed same-day dock,53.2,0
BL-11788,stage_ship,missed_sla,Missed same-day dock,1.9,0
BL-11791,qc,weight_fail,In-line weight fail,18.1,1
BL-11792,wave_release,weight_fail,In-line weight fail,4.0,1
BL-11792,pick,short_pick,Short pick / slot empty,13.4,1
BL-11796,stage_ship,missed_sla,Missed same-day dock,29.0,0
BL-11800,stage_ship,missed_sla,Missed same-day dock,3.3,0
BL-11803,pick,short_pick,Short pick / slot empty,9.3,1
BL-11803,stage_ship,missed_sla,Missed same-day dock,10.1,0
BL-11805,stage_ship,weight_fail,In-line weight fail,21.3,1
BL-11805,stage_ship,missed_sla,Missed same-day dock,12.5,0
BL-11806,stage_ship,missed_sla,Missed same-day dock,4.5,0
BL-11807,stage_ship,label_mismatch,Label mismatch,5.2,1
BL-11810,pick,short_pick,Short pick / slot empty,11.5,1
BL-11811,stage_ship,missed_sla,Missed same-day dock,10.2,0
BL-11815,stage_ship,missed_sla,Missed same-day dock,8.0,0
BL-11820,pack,damaged_carton,Damaged carton,8.9,0
BL-11822,stage_ship,missed_sla,Missed same-day dock,19.0,0
BL-11824,stage_ship,missed_sla,Missed same-day dock,8.7,0
BL-11828,stage_ship,missed_sla,Missed same-day dock,10.5,0
BL-11831,stage_ship,missed_sla,Missed same-day dock,11.7,0
BL-11837,stage_ship,missed_sla,Missed same-day dock,16.6,0
BL-11839,stage_ship,missed_sla,Missed same-day dock,16.8,0
BL-11841,slot_locate,weight_fail,In-line weight fail,14.4,1
BL-11841,stage_ship,missed_sla,Missed same-day dock,37.4,0
BL-11842,pick,short_pick,Short pick / slot empty,8.8,1
BL-11842,pack,damaged_carton,Damaged carton,18.0,0
BL-11842,stage_ship,missed_sla,Missed same-day dock,10.2,0
BL-11844,stage_ship,missed_sla,Missed same-day dock,23.0,0
BL-11845,stage_ship,missed_sla,Missed same-day dock,11.5,0
BL-11846,pick,short_pick,Short pick / slot empty,9.4,1
BL-11846,stage_ship,missed_sla,Missed same-day dock,16.8,0
BL-11847,wave_release,weight_fail,In-line weight fail,6.5,1
BL-11853,wave_release,weight_fail,In-line weight fail,12.8,1
BL-11853,stage_ship,missed_sla,Missed same-day dock,68.6,0
BL-11854,stage_ship,missed_sla,Missed same-day dock,40.4,0
BL-11855,qc,label_mismatch,Label mismatch,15.1,1
BL-11855,stage_ship,missed_sla,Missed same-day dock,10.6,0
BL-11856,slot_locate,label_mismatch,Label mismatch,10.9,1
BL-11856,stage_ship,missed_sla,Missed same-day dock,17.2,0
BL-11857,stage_ship,missed_sla,Missed same-day dock,17.6,0
BL-11858,slot_locate,label_mismatch,Label mismatch,12.7,1
BL-11858,stage_ship,missed_sla,Missed same-day dock,1.6,0
BL-11859,stage_ship,missed_sla,Missed same-day dock,33.2,0
BL-11860,stage_ship,weight_fail,In-line weight fail,7.9,1
BL-11860,stage_ship,missed_sla,Missed same-day dock,39.4,0
BL-11861,pack,damaged_carton,Damaged carton,7.3,0
BL-11870,stage_ship,missed_sla,Missed same-day dock,20.0,0
BL-11876,pick,short_pick,Short pick / slot empty,20.7,1
BL-11878,wave_release,weight_fail,In-line weight fail,20.0,1
BL-11878,pack,damaged_carton,Damaged carton,8.1,0
BL-11878,qc,label_mismatch,Label mismatch,4.8,1
BL-11878,stage_ship,missed_sla,Missed same-day dock,46.7,0
BL-11880,stage_ship,missed_sla,Missed same-day dock,3.8,0
BL-11881,stage_ship,missed_sla,Missed same-day dock,0.9,0
BL-11883,pack,damaged_carton,Damaged carton,13.5,0
BL-11883,stage_ship,missed_sla,Missed same-day dock,19.2,0
BL-11884,pack,damaged_carton,Damaged carton,15.3,0
BL-11884,stage_ship,missed_sla,Missed same-day dock,37.8,0
BL-11887,pack,damaged_carton,Damaged carton,15.7,0
BL-11887,stage_ship,missed_sla,Missed same-day dock,8.2,0
BL-11889,qc,weight_fail,In-line weight fail,10.2,1
BL-11890,stage_ship,missed_sla,Missed same-day dock,4.9,0
BL-11898,wave_release,weight_fail,In-line weight fail,8.3,1
BL-11898,stage_ship,missed_sla,Missed same-day dock,3.3,0
BL-11901,stage_ship,missed_sla,Missed same-day dock,22.5,0
BL-11903,stage_ship,missed_sla,Missed same-day dock,0.2,0
BL-11904,stage_ship,missed_sla,Missed same-day dock,20.2,0
BL-11906,stage_ship,missed_sla,Missed same-day dock,34.2,0
BL-11907,stage_ship,missed_sla,Missed same-day dock,21.3,0
BL-11909,stage_ship,missed_sla,Missed same-day dock,5.5,0
BL-11910,qc,label_mismatch,Label mismatch,10.9,1
BL-11910,stage_ship,missed_sla,Missed same-day dock,19.3,0
BL-11912,qc,label_mismatch,Label mismatch,8.5,1
BL-11912,stage_ship,missed_sla,Missed same-day dock,6.5,0
BL-11913,slot_locate,weight_fail,In-line weight fail,6.3,1
BL-11919,stage_ship,missed_sla,Missed same-day dock,53.4,0
BL-11922,slot_locate,label_mismatch,Label mismatch,10.0,1
BL-11922,stage_ship,missed_sla,Missed same-day dock,18.4,0
BL-11925,pack,damaged_carton,Damaged carton,8.7,0
BL-11925,stage_ship,missed_sla,Missed same-day dock,2.6,0
BL-11928,stage_ship,weight_fail,In-line weight fail,11.3,1
BL-11928,stage_ship,missed_sla,Missed same-day dock,81.0,0
BL-11930,stage_ship,missed_sla,Missed same-day dock,2.7,0
BL-11932,qc,label_mismatch,Label mismatch,6.2,1
BL-11933,pick,short_pick,Short pick / slot empty,12.4,1
BL-11934,stage_ship,missed_sla,Missed same-day dock,0.6,0
BL-11936,qc,weight_fail,In-line weight fail,13.1,1
BL-11936,stage_ship,missed_sla,Missed same-day dock,2.0,0
BL-11938,pick,short_pick,Short pick / slot empty,6.9,1
BL-11942,stage_ship,missed_sla,Missed same-day dock,26.8,0
BL-11943,stage_ship,missed_sla,Missed same-day dock,1.9,0
BL-11944,stage_ship,missed_sla,Missed same-day dock,6.3,0
BL-11951,stage_ship,missed_sla,Missed same-day dock,0.2,0
BL-11954,pick,short_pick,Short pick / slot empty,4.0,1
BL-11956,pack,damaged_carton,Damaged carton,17.7,0
BL-11956,stage_ship,missed_sla,Missed same-day dock,6.3,0
BL-11957,stage_ship,missed_sla,Missed same-day dock,4.2,0
BL-11960,stage_ship,missed_sla,Missed same-day dock,6.8,0
BL-11961,pick,short_pick,Short pick / slot empty,4.7,1
BL-11961,stage_ship,missed_sla,Missed same-day dock,13.1,0
BL-11962,stage_ship,missed_sla,Missed same-day dock,6.4,0
BL-11965,pick,short_pick,Short pick / slot empty,12.8,1
BL-11966,stage_ship,missed_sla,Missed same-day dock,20.5,0
BL-11968,stage_ship,missed_sla,Missed same-day dock,13.6,0
BL-11969,stage_ship,missed_sla,Missed same-day dock,19.1,0
BL-11972,stage_ship,missed_sla,Missed same-day dock,35.4,0
BL-11973,stage_ship,missed_sla,Missed same-day dock,5.2,0
BL-11974,stage_ship,missed_sla,Missed same-day dock,3.0,0
BL-11977,pick,short_pick,Short pick / slot empty,5.2,1
BL-11977,stage_ship,missed_sla,Missed same-day dock,8.2,0
BL-11984,stage_ship,missed_sla,Missed same-day dock,17.0,0
BL-11986,stage_ship,missed_sla,Missed same-day dock,36.3,0
BL-11988,wave_release,label_mismatch,Label mismatch,20.0,1
BL-11988,stage_ship,missed_sla,Missed same-day dock,9.0,0
BL-11989,pack,damaged_carton,Damaged carton,13.2,0
BL-11989,stage_ship,missed_sla,Missed same-day dock,69.4,0
BL-11990,stage_ship,missed_sla,Missed same-day dock,9.3,0
BL-11991,pick,short_pick,Short pick / slot empty,15.3,1
BL-11992,stage_ship,missed_sla,Missed same-day dock,4.7,0
BL-11993,stage_ship,missed_sla,Missed same-day dock,69.8,0
BL-11994,pick,short_pick,Short pick / slot empty,8.1,1
BL-11994,stage_ship,missed_sla,Missed same-day dock,45.7,0
BL-11996,pack,damaged_carton,Damaged carton,14.5,0
BL-12000,stage_ship,missed_sla,Missed same-day dock,6.8,0
BL-12004,pick,short_pick,Short pick / slot empty,13.5,1
BL-12005,qc,label_mismatch,Label mismatch,8.8,1
BL-12005,stage_ship,missed_sla,Missed same-day dock,0.5,0
BL-12009,stage_ship,missed_sla,Missed same-day dock,3.8,0
BL-12011,pick,short_pick,Short pick / slot empty,20.3,1
BL-12012,stage_ship,missed_sla,Missed same-day dock,30.9,0
BL-12015,pack,damaged_carton,Damaged carton,13.4,0
BL-12015,stage_ship,missed_sla,Missed same-day dock,60.5,0
BL-12018,pack,damaged_carton,Damaged carton,12.1,0
BL-12018,stage_ship,missed_sla,Missed same-day dock,32.2,0
BL-12019,qc,weight_fail,In-line weight fail,11.8,1
BL-12019,stage_ship,missed_sla,Missed same-day dock,23.9,0
BL-12022,stage_ship,missed_sla,Missed same-day dock,31.7,0
BL-12023,stage_ship,missed_sla,Missed same-day dock,8.9,0
BL-12024,stage_ship,label_mismatch,Label mismatch,19.8,1
BL-12025,stage_ship,missed_sla,Missed same-day dock,9.5,0
BL-12026,stage_ship,missed_sla,Missed same-day dock,50.5,0
BL-12029,stage_ship,missed_sla,Missed same-day dock,19.0,0
BL-12030,slot_locate,weight_fail,In-line weight fail,14.9,1
BL-12030,stage_ship,label_mismatch,Label mismatch,16.3,1
BL-12030,stage_ship,missed_sla,Missed same-day dock,37.8,0
BL-12032,stage_ship,missed_sla,Missed same-day dock,23.6,0
BL-12035,pick,short_pick,Short pick / slot empty,18.8,1
BL-12035,stage_ship,missed_sla,Missed same-day dock,13.9,0
BL-12036,stage_ship,missed_sla,Missed same-day dock,34.2,0
BL-12038,stage_ship,missed_sla,Missed same-day dock,27.5,0
BL-12039,stage_ship,weight_fail,In-line weight fail,13.4,1
BL-12039,stage_ship,missed_sla,Missed same-day dock,38.0,0
BL-12043,pick,short_pick,Short pick / slot empty,12.0,1
BL-12049,stage_ship,missed_sla,Missed same-day dock,26.1,0
BL-12053,stage_ship,missed_sla,Missed same-day dock,27.5,0
BL-12057,stage_ship,missed_sla,Missed same-day dock,49.0,0
BL-12058,stage_ship,missed_sla,Missed same-day dock,3.3,0
BL-12062,slot_locate,label_mismatch,Label mismatch,12.6,1
BL-12062,stage_ship,missed_sla,Missed same-day dock,1.1,0
BL-12064,stage_ship,missed_sla,Missed same-day dock,17.3,0
BL-12066,stage_ship,missed_sla,Missed same-day dock,65.9,0
BL-12067,pack,damaged_carton,Damaged carton,7.7,0
BL-12067,stage_ship,missed_sla,Missed same-day dock,24.5,0
BL-12070,pack,damaged_carton,Damaged carton,14.1,0
BL-12070,stage_ship,missed_sla,Missed same-day dock,32.9,0
BL-12071,slot_locate,label_mismatch,Label mismatch,11.0,1
BL-12071,stage_ship,missed_sla,Missed same-day dock,33.4,0
BL-12073,stage_ship,missed_sla,Missed same-day dock,58.8,0
BL-12074,stage_ship,missed_sla,Missed same-day dock,12.1,0
BL-12075,stage_ship,missed_sla,Missed same-day dock,45.8,0
BL-12077,pack,damaged_carton,Damaged carton,9.4,0
BL-12077,stage_ship,missed_sla,Missed same-day dock,20.9,0
BL-12095,stage_ship,missed_sla,Missed same-day dock,4.8,0
BL-12097,stage_ship,weight_fail,In-line weight fail,14.0,1
BL-12098,pack,damaged_carton,Damaged carton,19.2,0
BL-12106,qc,label_mismatch,Label mismatch,20.9,1
BL-12106,stage_ship,missed_sla,Missed same-day dock,8.9,0
BL-12108,stage_ship,missed_sla,Missed same-day dock,37.0,0
BL-12111,qc,label_mismatch,Label mismatch,14.4,1
BL-12113,stage_ship,missed_sla,Missed same-day dock,14.3,0
BL-12115,stage_ship,missed_sla,Missed same-day dock,4.8,0
BL-12117,stage_ship,missed_sla,Missed same-day dock,13.4,0
BL-12118,wave_release,weight_fail,In-line weight fail,7.2,1
BL-12122,pick,short_pick,Short pick / slot empty,14.6,1
BL-12123,stage_ship,missed_sla,Missed same-day dock,16.3,0
BL-12124,qc,weight_fail,In-line weight fail,11.0,1
BL-12124,stage_ship,missed_sla,Missed same-day dock,8.2,0
BL-12126,stage_ship,missed_sla,Missed same-day dock,7.5,0
BL-12128,pack,damaged_carton,Damaged carton,4.0,0
BL-12128,stage_ship,missed_sla,Missed same-day dock,33.6,0
BL-12129,qc,label_mismatch,Label mismatch,18.3,1
BL-12129,stage_ship,missed_sla,Missed same-day dock,65.4,0
BL-12132,pick,short_pick,Short pick / slot empty,13.2,1
BL-12132,stage_ship,missed_sla,Missed same-day dock,0.2,0
BL-12138,pack,damaged_carton,Damaged carton,11.6,0
BL-12138,stage_ship,missed_sla,Missed same-day dock,6.9,0
BL-12141,pack,damaged_carton,Damaged carton,7.9,0
BL-12143,pack,damaged_carton,Damaged carton,8.5,0
BL-12148,wave_release,label_mismatch,Label mismatch,17.9,1
BL-12148,stage_ship,weight_fail,In-line weight fail,11.9,1
BL-12148,stage_ship,missed_sla,Missed same-day dock,33.0,0
BL-12151,pack,damaged_carton,Damaged carton,10.0,0
BL-12151,stage_ship,missed_sla,Missed same-day dock,15.4,0
BL-12154,pack,damaged_carton,Damaged carton,11.1,0
BL-12154,stage_ship,missed_sla,Missed same-day dock,35.1,0
BL-12156,stage_ship,missed_sla,Missed same-day dock,5.2,0
BL-12157,qc,weight_fail,In-line weight fail,15.5,1
BL-12159,stage_ship,missed_sla,Missed same-day dock,0.3,0
BL-12161,qc,weight_fail,In-line weight fail,5.7,1
BL-12164,stage_ship,missed_sla,Missed same-day dock,28.7,0
BL-12165,pack,damaged_carton,Damaged carton,13.9,0
BL-12167,qc,weight_fail,In-line weight fail,8.5,1
BL-12167,stage_ship,missed_sla,Missed same-day dock,48.9,0
BL-12171,stage_ship,missed_sla,Missed same-day dock,13.5,0
BL-12173,pick,short_pick,Short pick / slot empty,7.9,1
BL-12173,stage_ship,missed_sla,Missed same-day dock,4.0,0
BL-12176,stage_ship,missed_sla,Missed same-day dock,22.7,0
BL-12177,stage_ship,missed_sla,Missed same-day dock,23.2,0
BL-12178,pack,damaged_carton,Damaged carton,8.4,0
BL-12178,stage_ship,missed_sla,Missed same-day dock,6.9,0
BL-12179,stage_ship,missed_sla,Missed same-day dock,3.3,0
BL-12180,stage_ship,missed_sla,Missed same-day dock,59.4,0
BL-12182,qc,weight_fail,In-line weight fail,11.0,1
BL-12182,stage_ship,missed_sla,Missed same-day dock,9.9,0
BL-12183,stage_ship,missed_sla,Missed same-day dock,8.1,0
BL-12184,stage_ship,missed_sla,Missed same-day dock,7.5,0
BL-12190,wave_release,label_mismatch,Label mismatch,10.9,1
BL-12199,pack,damaged_carton,Damaged carton,13.5,0
BL-12202,stage_ship,missed_sla,Missed same-day dock,9.3,0
BL-12208,wave_release,weight_fail,In-line weight fail,5.4,1
BL-12208,stage_ship,missed_sla,Missed same-day dock,4.6,0
BL-12210,stage_ship,missed_sla,Missed same-day dock,11.8,0
BL-12215,stage_ship,weight_fail,In-line weight fail,8.8,1
BL-12215,stage_ship,missed_sla,Missed same-day dock,57.4,0
BL-12217,stage_ship,weight_fail,In-line weight fail,10.6,1
BL-12217,stage_ship,missed_sla,Missed same-day dock,27.1,0
BL-12219,stage_ship,missed_sla,Missed same-day dock,33.4,0
BL-12220,stage_ship,missed_sla,Missed same-day dock,18.8,0
BL-12225,pack,damaged_carton,Damaged carton,5.0,0
BL-12228,pack,damaged_carton,Damaged carton,7.8,0
BL-12242,stage_ship,missed_sla,Missed same-day dock,4.7,0
BL-12255,pick,short_pick,Short pick / slot empty,14.2,1
BL-12258,pick,short_pick,Short pick / slot empty,9.9,1
BL-12262,pick,short_pick,Short pick / slot empty,7.3,1
BL-12263,pack,damaged_carton,Damaged carton,9.1,0
BL-12264,slot_locate,label_mismatch,Label mismatch,9.1,1
BL-12264,stage_ship,missed_sla,Missed same-day dock,0.2,0
BL-12265,pick,short_pick,Short pick / slot empty,13.8,1
BL-12265,stage_ship,missed_sla,Missed same-day dock,2.8,0
BL-12268,slot_locate,weight_fail,In-line weight fail,10.1,1
BL-12288,pack,damaged_carton,Damaged carton,10.1,0
BL-12289,pick,short_pick,Short pick / slot empty,7.4,1
BL-12291,pick,short_pick,Short pick / slot empty,11.5,1
BL-12293,pack,damaged_carton,Damaged carton,8.5,0
BL-12293,qc,label_mismatch,Label mismatch,17.0,1
BL-12300,stage_ship,missed_sla,Missed same-day dock,2.0,0
BL-12301,stage_ship,missed_sla,Missed same-day dock,15.0,0
BL-12305,stage_ship,missed_sla,Missed same-day dock,15.6,0
BL-12307,stage_ship,missed_sla,Missed same-day dock,17.8,0
BL-12308,slot_locate,weight_fail,In-line weight fail,7.9,1
BL-12317,pack,damaged_carton,Damaged carton,12.5,0
BL-12317,stage_ship,missed_sla,Missed same-day dock,0.9,0
BL-12322,stage_ship,weight_fail,In-line weight fail,7.1,1
BL-12332,pick,short_pick,Short pick / slot empty,13.8,1
BL-12334,pick,short_pick,Short pick / slot empty,6.8,1
BL-12336,pack,damaged_carton,Damaged carton,8.0,0
BL-12337,slot_locate,label_mismatch,Label mismatch,4.3,1
