order_id,facility_id,period,pilot_flag,dropped_at,promised_at,shift,channel,line_count,low_risk_flag,hazmat_flag,cycle_minutes,error_count,rework_flag,sla_miss_flag
BL-12043,AUS-01,baseline,0,2025-02-26T14:31:31,2025-02-26T16:31:31,Swing,Store replen,3,0,0,100.7,1,1,0
BL-12044,AUS-01,baseline,0,2025-02-26T14:41:13,2025-02-26T16:41:13,Swing,DTC web,4,0,0,90.2,0,0,0
BL-12045,AUS-01,baseline,0,2025-02-26T14:51:20,2025-02-26T16:51:20,Swing,DTC web,1,1,0,57.2,0,0,0
BL-12046,AUS-01,baseline,0,2025-02-26T14:14:12,2025-02-26T16:14:12,Swing,DTC web,3,0,0,94.3,0,0,0
BL-12047,AUS-01,baseline,0,2025-02-26T14:32:24,2025-02-26T16:32:24,Swing,DTC web,3,0,0,77.1,0,0,0
BL-12048,AUS-01,baseline,0,2025-02-26T14:42:01,2025-02-26T16:42:01,Swing,DTC web,4,0,0,77.7,0,0,0
BL-12049,AUS-01,baseline,0,2025-02-26T22:48:40,2025-02-27T00:48:40,Night,DTC web,8,0,0,146.1,0,0,1
BL-12050,AUS-01,baseline,0,2025-02-26T22:11:16,2025-02-27T00:11:16,Night,Marketplace,7,0,0,118.4,0,0,0
BL-12051,AUS-01,baseline,0,2025-02-26T22:26:10,2025-02-27T00:26:10,Night,DTC web,1,1,0,100.0,0,0,0
BL-12052,AUS-01,baseline,0,2025-02-26T22:37:46,2025-02-27T00:37:46,Night,DTC web,5,0,0,101.4,0,0,0
BL-12053,AUS-01,baseline,0,2025-02-26T22:19:06,2025-02-27T00:19:06,Night,DTC web,13,0,0,147.5,0,0,1
BL-12054,AUS-01,baseline,0,2025-02-26T22:46:10,2025-02-27T00:46:10,Night,DTC web,5,0,0,95.8,0,0,0
BL-12055,AUS-01,baseline,0,2025-02-26T22:13:17,2025-02-27T00:13:17,Night,DTC web,4,0,0,83.1,0,0,0
BL-12056,EWR-07,baseline,0,2025-02-26T06:25:06,2025-02-26T08:25:06,Days,DTC web,2,1,0,111.9,0,0,0
BL-12057,EWR-07,baseline,0,2025-02-26T06:47:42,2025-02-26T08:47:42,Days,Store replen,5,0,0,169.0,0,0,1
BL-12058,EWR-07,baseline,0,2025-02-26T06:51:06,2025-02-26T08:51:06,Days,Store replen,5,0,0,123.3,0,0,1
BL-12059,EWR-07,baseline,0,2025-02-26T06:18:09,2025-02-26T08:18:09,Days,Marketplace,4,0,0,92.8,0,0,0
BL-12060,EWR-07,baseline,0,2025-02-26T06:31:05,2025-02-26T08:31:05,Days,DTC web,2,1,0,102.7,0,0,0
BL-12061,EWR-07,baseline,0,2025-02-26T06:44:19,2025-02-26T08:44:19,Days,DTC web,2,1,0,84.9,0,0,0
BL-12062,EWR-07,baseline,0,2025-02-26T14:39:26,2025-02-26T16:39:26,Swing,DTC web,2,1,0,121.1,1,1,1
BL-12063,EWR-07,baseline,0,2025-02-26T14:42:35,2025-02-26T16:42:35,Swing,DTC web,3,0,0,104.7,0,0,0
BL-12064,EWR-07,baseline,0,2025-02-26T14:35:19,2025-02-26T16:35:19,Swing,Marketplace,8,0,0,137.3,0,0,1
BL-12065,EWR-07,baseline,0,2025-02-26T14:23:29,2025-02-26T16:23:29,Swing,DTC web,4,0,0,108.4,0,0,0
BL-12066,EWR-07,baseline,0,2025-02-26T22:27:04,2025-02-27T00:27:04,Night,DTC web,14,0,0,185.9,0,0,1
BL-12067,EWR-07,baseline,0,2025-02-26T22:50:41,2025-02-27T00:50:41,Night,Marketplace,6,0,0,144.5,1,0,1
BL-12068,EWR-07,baseline,0,2025-02-26T22:41:22,2025-02-27T00:41:22,Night,DTC web,2,1,0,89.0,0,0,0
BL-12069,FNT-12,baseline,0,2025-02-26T06:43:05,2025-02-26T08:43:05,Days,DTC web,1,1,0,120.0,0,0,0
BL-12070,FNT-12,baseline,0,2025-02-26T06:24:12,2025-02-26T08:24:12,Days,Store replen,4,0,0,152.9,1,0,1
BL-12071,FNT-12,baseline,0,2025-02-26T14:47:21,2025-02-26T16:47:21,Swing,DTC web,5,0,0,153.4,1,1,1
BL-12072,FNT-12,baseline,0,2025-02-26T14:21:10,2025-02-26T16:21:10,Swing,Store replen,4,0,0,118.8,0,0,0
BL-12073,FNT-12,baseline,0,2025-02-26T22:51:26,2025-02-27T00:51:26,Night,Marketplace,8,0,0,178.8,0,0,1
BL-12074,FNT-12,baseline,0,2025-02-26T22:30:16,2025-02-27T00:30:16,Night,DTC web,3,0,0,132.1,0,0,1
BL-12075,FNT-12,baseline,0,2025-02-26T22:37:07,2025-02-27T00:37:07,Night,DTC web,6,0,0,165.8,0,0,1
BL-12076,FNT-12,baseline,0,2025-02-26T22:10:15,2025-02-27T00:10:15,Night,DTC web,2,1,0,102.7,0,0,0
BL-12077,FNT-12,baseline,0,2025-02-26T22:30:33,2025-02-27T00:30:33,Night,DTC web,5,0,0,140.9,1,0,1
BL-12078,AUS-01,baseline,0,2025-02-27T06:11:41,2025-02-27T08:11:41,Days,DTC web,1,1,0,86.7,0,0,0
BL-12079,AUS-01,baseline,0,2025-02-27T06:45:21,2025-02-27T08:45:21,Days,DTC web,4,0,0,100.7,0,0,0
BL-12080,AUS-01,baseline,0,2025-02-27T06:38:38,2025-02-27T08:38:38,Days,DTC web,2,0,1,75.9,0,0,0
BL-12081,AUS-01,baseline,0,2025-02-27T06:49:44,2025-02-27T08:49:44,Days,DTC web,3,0,0,85.9,0,0,0
BL-12082,AUS-01,baseline,0,2025-02-27T06:23:05,2025-02-27T08:23:05,Days,Marketplace,2,1,0,83.1,0,0,0
BL-12083,AUS-01,baseline,0,2025-02-27T06:14:10,2025-02-27T08:14:10,Days,DTC web,1,1,0,106.8,0,0,0
BL-12084,AUS-01,baseline,0,2025-02-27T06:35:15,2025-02-27T08:35:15,Days,DTC web,3,0,1,103.5,0,0,0
BL-12085,AUS-01,baseline,0,2025-02-27T14:08:33,2025-02-27T16:08:33,Swing,Marketplace,3,0,1,92.5,0,0,0
BL-12086,AUS-01,baseline,0,2025-02-27T14:48:25,2025-02-27T16:48:25,Swing,DTC web,2,1,0,78.0,0,0,0
BL-12087,AUS-01,baseline,0,2025-02-27T14:16:45,2025-02-27T16:16:45,Swing,Marketplace,3,0,0,86.3,0,0,0
BL-12088,AUS-01,baseline,0,2025-02-27T14:31:37,2025-02-27T16:31:37,Swing,DTC web,1,1,0,85.4,0,0,0
BL-12089,AUS-01,baseline,0,2025-02-27T14:42:20,2025-02-27T16:42:20,Swing,DTC web,2,1,0,104.7,0,0,0
BL-12090,AUS-01,baseline,0,2025-02-27T14:17:00,2025-02-27T16:17:00,Swing,Marketplace,2,1,0,108.1,0,0,0
BL-12091,AUS-01,baseline,0,2025-02-27T14:45:20,2025-02-27T16:45:20,Swing,Store replen,1,0,0,85.2,0,0,0
BL-12092,AUS-01,baseline,0,2025-02-27T14:31:35,2025-02-27T16:31:35,Swing,DTC web,6,0,0,100.2,0,0,0
BL-12093,AUS-01,baseline,0,2025-02-27T14:42:32,2025-02-27T16:42:32,Swing,DTC web,2,1,0,99.1,0,0,0
BL-12094,AUS-01,baseline,0,2025-02-27T22:19:22,2025-02-28T00:19:22,Night,Marketplace,1,1,0,84.9,0,0,0
BL-12095,AUS-01,baseline,0,2025-02-27T22:21:44,2025-02-28T00:21:44,Night,DTC web,3,0,0,124.8,0,0,1
BL-12096,EWR-07,baseline,0,2025-02-27T06:32:26,2025-02-27T08:32:26,Days,DTC web,5,0,0,110.1,0,0,0
BL-12097,EWR-07,baseline,0,2025-02-27T06:41:17,2025-02-27T08:41:17,Days,DTC web,2,1,0,93.8,1,1,0
BL-12098,EWR-07,baseline,0,2025-02-27T06:37:41,2025-02-27T08:37:41,Days,Marketplace,2,1,0,102.3,1,0,0
BL-12099,EWR-07,baseline,0,2025-02-27T06:35:37,2025-02-27T08:35:37,Days,DTC web,3,0,0,113.7,0,0,0
BL-12100,EWR-07,baseline,0,2025-02-27T06:43:29,2025-02-27T08:43:29,Days,Marketplace,2,0,0,98.6,0,0,0
BL-12101,EWR-07,baseline,0,2025-02-27T06:11:09,2025-02-27T08:11:09,Days,DTC web,2,1,0,84.6,0,0,0
BL-12102,EWR-07,baseline,0,2025-02-27T06:10:21,2025-02-27T08:10:21,Days,DTC web,4,0,0,83.8,0,0,0
BL-12103,EWR-07,baseline,0,2025-02-27T14:47:36,2025-02-27T16:47:36,Swing,DTC web,5,0,0,113.0,0,0,0
BL-12104,EWR-07,baseline,0,2025-02-27T14:32:49,2025-02-27T16:32:49,Swing,DTC web,5,0,0,98.7,0,0,0
BL-12105,EWR-07,baseline,0,2025-02-27T14:08:00,2025-02-27T16:08:00,Swing,DTC web,4,0,0,111.8,0,0,0
BL-12106,EWR-07,baseline,0,2025-02-27T14:44:17,2025-02-27T16:44:17,Swing,Marketplace,4,0,0,128.9,1,1,1
BL-12107,EWR-07,baseline,0,2025-02-27T14:21:33,2025-02-27T16:21:33,Swing,DTC web,2,1,0,116.7,0,0,0
BL-12108,EWR-07,baseline,0,2025-02-27T14:38:32,2025-02-27T16:38:32,Swing,DTC web,13,0,0,157.0,0,0,1
BL-12109,EWR-07,baseline,0,2025-02-27T14:16:46,2025-02-27T16:16:46,Swing,Marketplace,5,0,0,110.0,0,0,0
BL-12110,EWR-07,baseline,0,2025-02-27T22:39:26,2025-02-28T00:39:26,Night,DTC web,2,0,0,90.4,0,0,0
BL-12111,EWR-07,baseline,0,2025-02-27T22:37:08,2025-02-28T00:37:08,Night,DTC web,2,0,0,110.2,1,1,0
BL-12112,EWR-07,baseline,0,2025-02-27T22:40:29,2025-02-28T00:40:29,Night,DTC web,3,0,0,109.8,0,0,0
BL-12113,EWR-07,baseline,0,2025-02-27T22:36:37,2025-02-28T00:36:37,Night,Store replen,9,0,0,134.3,0,0,1
BL-12114,EWR-07,baseline,0,2025-02-27T22:10:16,2025-02-28T00:10:16,Night,Marketplace,2,1,0,110.6,0,0,0
BL-12115,FNT-12,baseline,0,2025-02-27T06:32:17,2025-02-27T08:32:17,Days,Marketplace,5,0,0,124.8,0,0,1
BL-12116,FNT-12,baseline,0,2025-02-27T06:20:10,2025-02-27T08:20:10,Days,Store replen,5,0,0,114.7,0,0,0
BL-12117,FNT-12,baseline,0,2025-02-27T14:29:22,2025-02-27T16:29:22,Swing,Marketplace,4,0,0,133.4,0,0,1
BL-12118,FNT-12,baseline,0,2025-02-27T14:24:40,2025-02-27T16:24:40,Swing,DTC web,3,0,0,104.6,1,1,0
BL-12119,FNT-12,baseline,0,2025-02-27T14:30:47,2025-02-27T16:30:47,Swing,DTC web,4,0,0,96.2,0,0,0
BL-12120,FNT-12,baseline,0,2025-02-27T14:40:30,2025-02-27T16:40:30,Swing,DTC web,1,0,0,112.6,0,0,0
BL-12121,FNT-12,baseline,0,2025-02-27T14:17:14,2025-02-27T16:17:14,Swing,DTC web,1,0,0,91.4,0,0,0
BL-12122,FNT-12,baseline,0,2025-02-27T14:33:07,2025-02-27T16:33:07,Swing,Marketplace,1,1,0,105.7,1,1,0
BL-12123,FNT-12,baseline,0,2025-02-27T14:35:24,2025-02-27T16:35:24,Swing,DTC web,7,0,0,136.3,0,0,1
BL-12124,FNT-12,baseline,0,2025-02-27T14:14:36,2025-02-27T16:14:36,Swing,Marketplace,5,0,0,128.2,1,1,1
BL-12125,FNT-12,baseline,0,2025-02-27T14:36:05,2025-02-27T16:36:05,Swing,DTC web,1,1,0,102.3,0,0,0
BL-12126,FNT-12,baseline,0,2025-02-27T14:11:45,2025-02-27T16:11:45,Swing,DTC web,4,0,0,127.5,0,0,1
BL-12127,FNT-12,baseline,0,2025-02-27T22:25:37,2025-02-28T00:25:37,Night,DTC web,1,1,0,93.3,0,0,0
BL-12128,FNT-12,baseline,0,2025-02-27T22:49:04,2025-02-28T00:49:04,Night,DTC web,7,0,0,153.6,1,0,1
BL-12129,FNT-12,baseline,0,2025-02-27T22:50:09,2025-02-28T00:50:09,Night,Store replen,7,0,0,185.4,1,1,1
BL-12130,AUS-01,baseline,0,2025-02-28T06:39:33,2025-02-28T08:39:33,Days,DTC web,2,0,0,97.7,0,0,0
BL-12131,AUS-01,baseline,0,2025-02-28T06:32:22,2025-02-28T08:32:22,Days,DTC web,4,0,0,101.4,0,0,0
BL-12132,AUS-01,baseline,0,2025-02-28T06:47:30,2025-02-28T08:47:30,Days,Store replen,7,0,0,120.2,1,1,1
BL-12133,AUS-01,baseline,0,2025-02-28T06:24:31,2025-02-28T08:24:31,Days,Store replen,1,0,0,76.1,0,0,0
BL-12134,AUS-01,baseline,0,2025-02-28T06:48:16,2025-02-28T08:48:16,Days,DTC web,2,1,0,76.1,0,0,0
BL-12135,AUS-01,baseline,0,2025-02-28T06:18:36,2025-02-28T08:18:36,Days,DTC web,3,0,0,81.9,0,0,0
BL-12136,AUS-01,baseline,0,2025-02-28T06:45:03,2025-02-28T08:45:03,Days,DTC web,4,0,1,94.6,0,0,0
BL-12137,AUS-01,baseline,0,2025-02-28T06:08:28,2025-02-28T08:08:28,Days,Store replen,2,0,0,82.0,0,0,0
BL-12138,AUS-01,baseline,0,2025-02-28T14:48:16,2025-02-28T16:48:16,Swing,DTC web,8,0,0,126.9,1,0,1
BL-12139,AUS-01,baseline,0,2025-02-28T14:50:39,2025-02-28T16:50:39,Swing,Store replen,9,0,0,118.8,0,0,0
BL-12140,AUS-01,baseline,0,2025-02-28T14:29:34,2025-02-28T16:29:34,Swing,Marketplace,1,1,0,66.3,0,0,0
BL-12141,AUS-01,baseline,0,2025-02-28T14:43:38,2025-02-28T16:43:38,Swing,Marketplace,3,0,0,95.3,1,0,0
BL-12142,AUS-01,baseline,0,2025-02-28T22:17:33,2025-03-01T00:17:33,Night,DTC web,3,0,1,99.9,0,0,0
BL-12143,AUS-01,baseline,0,2025-02-28T22:49:15,2025-03-01T00:49:15,Night,Marketplace,3,0,0,96.0,1,0,0
BL-12144,AUS-01,baseline,0,2025-02-28T22:43:43,2025-03-01T00:43:43,Night,DTC web,3,0,0,94.1,0,0,0
BL-12145,EWR-07,baseline,0,2025-02-28T06:51:11,2025-02-28T08:51:11,Days,DTC web,2,1,0,93.5,0,0,0
BL-12146,EWR-07,baseline,0,2025-02-28T06:16:41,2025-02-28T08:16:41,Days,Marketplace,5,0,0,104.5,0,0,0
BL-12147,EWR-07,baseline,0,2025-02-28T06:18:07,2025-02-28T08:18:07,Days,DTC web,1,1,0,101.5,0,0,0
BL-12148,EWR-07,baseline,0,2025-02-28T06:49:15,2025-02-28T08:49:15,Days,DTC web,7,0,0,153.0,2,1,1
BL-12149,EWR-07,baseline,0,2025-02-28T06:36:16,2025-02-28T08:36:16,Days,Store replen,2,0,0,86.4,0,0,0
BL-12150,EWR-07,baseline,0,2025-02-28T14:47:06,2025-02-28T16:47:06,Swing,DTC web,2,1,0,91.4,0,0,0
BL-12151,EWR-07,baseline,0,2025-02-28T14:25:32,2025-02-28T16:25:32,Swing,DTC web,4,0,0,135.4,1,0,1
BL-12152,EWR-07,baseline,0,2025-02-28T14:09:16,2025-02-28T16:09:16,Swing,Marketplace,3,0,0,99.2,0,0,0
BL-12153,EWR-07,baseline,0,2025-02-28T14:36:40,2025-02-28T16:36:40,Swing,DTC web,2,1,0,103.2,0,0,0
BL-12154,EWR-07,baseline,0,2025-02-28T14:29:28,2025-02-28T16:29:28,Swing,Marketplace,4,0,0,155.1,1,0,1
BL-12155,EWR-07,baseline,0,2025-02-28T22:15:47,2025-03-01T00:15:47,Night,DTC web,2,1,0,92.4,0,0,0
BL-12156,EWR-07,baseline,0,2025-02-28T22:28:43,2025-03-01T00:28:43,Night,DTC web,2,1,0,125.2,0,0,1
BL-12157,EWR-07,baseline,0,2025-02-28T22:34:15,2025-03-01T00:34:15,Night,DTC web,3,0,0,105.5,1,1,0
BL-12158,EWR-07,baseline,0,2025-02-28T22:48:27,2025-03-01T00:48:27,Night,Marketplace,1,1,0,82.8,0,0,0
BL-12159,EWR-07,baseline,0,2025-02-28T22:18:16,2025-03-01T00:18:16,Night,DTC web,4,0,0,120.3,0,0,1
BL-12160,EWR-07,baseline,0,2025-02-28T22:31:11,2025-03-01T00:31:11,Night,Marketplace,4,0,0,115.1,0,0,0
BL-12161,EWR-07,baseline,0,2025-02-28T22:36:04,2025-03-01T00:36:04,Night,Marketplace,3,0,0,118.2,1,1,0
BL-12162,EWR-07,baseline,0,2025-02-28T22:12:22,2025-03-01T00:12:22,Night,Marketplace,1,1,0,88.5,0,0,0
BL-12163,EWR-07,baseline,0,2025-02-28T22:33:42,2025-03-01T00:33:42,Night,DTC web,1,1,0,92.4,0,0,0
BL-12164,EWR-07,baseline,0,2025-02-28T22:19:02,2025-03-01T00:19:02,Night,DTC web,8,0,0,148.7,0,0,1
BL-12165,FNT-12,baseline,0,2025-02-28T06:09:40,2025-02-28T08:09:40,Days,DTC web,1,0,0,96.3,1,0,0
BL-12166,FNT-12,baseline,0,2025-02-28T06:17:16,2025-02-28T08:17:16,Days,DTC web,1,1,0,98.8,0,0,0
BL-12167,FNT-12,baseline,0,2025-02-28T06:46:01,2025-02-28T08:46:01,Days,Store replen,8,0,0,168.9,1,1,1
BL-12168,FNT-12,baseline,0,2025-02-28T06:23:49,2025-02-28T08:23:49,Days,Store replen,4,0,0,105.8,0,0,0
BL-12169,FNT-12,baseline,0,2025-02-28T06:33:39,2025-02-28T08:33:39,Days,DTC web,2,1,0,91.5,0,0,0
BL-12170,FNT-12,baseline,0,2025-02-28T06:16:24,2025-02-28T08:16:24,Days,DTC web,2,1,0,114.4,0,0,0
BL-12171,FNT-12,baseline,0,2025-02-28T06:39:28,2025-02-28T08:39:28,Days,Marketplace,3,0,0,133.5,0,0,1
BL-12172,FNT-12,baseline,0,2025-02-28T06:20:20,2025-02-28T08:20:20,Days,Marketplace,2,0,0,113.3,0,0,0
BL-12173,FNT-12,baseline,0,2025-02-28T06:09:44,2025-02-28T08:09:44,Days,Store replen,2,0,0,124.0,1,1,1
BL-12174,FNT-12,baseline,0,2025-02-28T06:40:09,2025-02-28T08:40:09,Days,Marketplace,1,1,0,98.7,0,0,0
BL-12175,FNT-12,baseline,0,2025-02-28T06:36:33,2025-02-28T08:36:33,Days,Marketplace,3,0,0,117.4,0,0,0
BL-12176,FNT-12,baseline,0,2025-02-28T06:42:29,2025-02-28T08:42:29,Days,Marketplace,7,0,0,142.7,0,0,1
BL-12177,FNT-12,baseline,0,2025-02-28T06:14:39,2025-02-28T08:14:39,Days,Store replen,8,0,0,143.2,0,0,1
BL-12178,FNT-12,baseline,0,2025-02-28T06:31:06,2025-02-28T08:31:06,Days,DTC web,5,0,0,126.9,1,0,1
BL-12179,FNT-12,baseline,0,2025-02-28T14:13:41,2025-02-28T16:13:41,Swing,Marketplace,3,0,0,123.3,0,0,1
BL-12180,FNT-12,baseline,0,2025-02-28T14:18:09,2025-02-28T16:18:09,Swing,Marketplace,13,0,0,179.4,0,0,1
BL-12181,FNT-12,baseline,0,2025-02-28T14:45:02,2025-02-28T16:45:02,Swing,Marketplace,1,0,0,91.2,0,0,0
BL-12182,FNT-12,baseline,0,2025-02-28T22:49:36,2025-03-01T00:49:36,Night,DTC web,2,1,0,129.9,1,1,1
BL-12183,FNT-12,baseline,0,2025-02-28T22:24:15,2025-03-01T00:24:15,Night,DTC web,2,1,0,128.1,0,0,1
BL-12184,FNT-12,baseline,0,2025-02-28T22:10:28,2025-03-01T00:10:28,Night,Marketplace,4,0,0,127.5,0,0,1
BL-12185,AUS-01,baseline,0,2025-03-01T06:50:35,2025-03-01T08:50:35,Days,Store replen,1,0,0,69.4,0,0,0
BL-12186,AUS-01,baseline,0,2025-03-01T06:50:28,2025-03-01T08:50:28,Days,Store replen,1,0,0,78.2,0,0,0
BL-12187,AUS-01,baseline,0,2025-03-01T06:36:46,2025-03-01T08:36:46,Days,Marketplace,2,1,0,86.4,0,0,0
BL-12188,AUS-01,baseline,0,2025-03-01T06:44:48,2025-03-01T08:44:48,Days,DTC web,2,0,0,84.4,0,0,0
BL-12189,AUS-01,baseline,0,2025-03-01T06:42:26,2025-03-01T08:42:26,Days,Marketplace,3,0,0,104.4,0,0,0
BL-12190,AUS-01,baseline,0,2025-03-01T14:18:20,2025-03-01T16:18:20,Swing,DTC web,1,1,0,103.0,1,1,0
BL-12191,AUS-01,baseline,0,2025-03-01T14:20:04,2025-03-01T16:20:04,Swing,Store replen,1,0,0,77.6,0,0,0
BL-12192,AUS-01,baseline,0,2025-03-01T22:08:30,2025-03-02T00:08:30,Night,Store replen,3,0,0,84.4,0,0,0
BL-12193,AUS-01,baseline,0,2025-03-01T22:10:38,2025-03-02T00:10:38,Night,DTC web,1,0,0,93.0,0,0,0
BL-12194,AUS-01,baseline,0,2025-03-01T22:47:46,2025-03-02T00:47:46,Night,Marketplace,3,0,0,112.3,0,0,0
BL-12195,AUS-01,baseline,0,2025-03-01T22:14:02,2025-03-02T00:14:02,Night,Marketplace,2,1,0,94.6,0,0,0
BL-12196,AUS-01,baseline,0,2025-03-01T22:32:33,2025-03-02T00:32:33,Night,Store replen,2,0,0,75.0,0,0,0
BL-12197,AUS-01,baseline,0,2025-03-01T22:11:23,2025-03-02T00:11:23,Night,DTC web,2,0,0,72.7,0,0,0
BL-12198,AUS-01,baseline,0,2025-03-01T22:13:07,2025-03-02T00:13:07,Night,Store replen,5,0,0,94.4,0,0,0
BL-12199,EWR-07,baseline,0,2025-03-01T06:09:24,2025-03-01T08:09:24,Days,Marketplace,1,1,0,106.7,1,0,0
BL-12200,EWR-07,baseline,0,2025-03-01T06:16:23,2025-03-01T08:16:23,Days,DTC web,2,0,0,88.1,0,0,0
BL-12201,EWR-07,baseline,0,2025-03-01T06:25:17,2025-03-01T08:25:17,Days,DTC web,3,0,0,86.9,0,0,0
BL-12202,EWR-07,baseline,0,2025-03-01T06:08:49,2025-03-01T08:08:49,Days,DTC web,7,0,0,129.3,0,0,1
BL-12203,EWR-07,baseline,0,2025-03-01T06:28:14,2025-03-01T08:28:14,Days,Marketplace,6,0,0,106.5,0,0,0
BL-12204,EWR-07,baseline,0,2025-03-01T06:50:42,2025-03-01T08:50:42,Days,Marketplace,2,1,0,110.6,0,0,0
BL-12205,EWR-07,baseline,0,2025-03-01T06:21:03,2025-03-01T08:21:03,Days,DTC web,3,0,0,105.5,0,0,0
BL-12206,EWR-07,baseline,0,2025-03-01T14:09:18,2025-03-01T16:09:18,Swing,DTC web,1,0,0,81.7,0,0,0
BL-12207,EWR-07,baseline,0,2025-03-01T14:29:05,2025-03-01T16:29:05,Swing,DTC web,4,0,0,105.4,0,0,0
BL-12208,EWR-07,baseline,0,2025-03-01T14:33:30,2025-03-01T16:33:30,Swing,DTC web,2,1,0,124.6,1,1,1
BL-12209,EWR-07,baseline,0,2025-03-01T22:27:12,2025-03-02T00:27:12,Night,DTC web,2,1,0,111.6,0,0,0
BL-12210,EWR-07,baseline,0,2025-03-01T22:22:08,2025-03-02T00:22:08,Night,Store replen,4,0,0,131.8,0,0,1
BL-12211,EWR-07,baseline,0,2025-03-01T22:49:24,2025-03-02T00:49:24,Night,DTC web,3,0,0,109.7,0,0,0
BL-12212,EWR-07,baseline,0,2025-03-01T22:41:47,2025-03-02T00:41:47,Night,DTC web,3,0,0,95.1,0,0,0
BL-12213,FNT-12,baseline,0,2025-03-01T06:12:43,2025-03-01T08:12:43,Days,Marketplace,2,0,0,110.6,0,0,0
BL-12214,FNT-12,baseline,0,2025-03-01T06:48:23,2025-03-01T08:48:23,Days,DTC web,1,1,0,93.1,0,0,0
BL-12215,FNT-12,baseline,0,2025-03-01T06:50:35,2025-03-01T08:50:35,Days,Marketplace,13,0,0,177.4,1,1,1
BL-12216,FNT-12,baseline,0,2025-03-01T14:33:42,2025-03-01T16:33:42,Swing,DTC web,1,0,0,76.0,0,0,0
BL-12217,FNT-12,baseline,0,2025-03-01T14:16:28,2025-03-01T16:16:28,Swing,DTC web,6,0,0,147.1,1,1,1
BL-12218,FNT-12,baseline,0,2025-03-01T14:13:04,2025-03-01T16:13:04,Swing,Marketplace,1,1,0,100.6,0,0,0
BL-12219,FNT-12,baseline,0,2025-03-01T22:14:02,2025-03-02T00:14:02,Night,Marketplace,7,0,0,153.4,0,0,1
BL-12220,FNT-12,baseline,0,2025-03-01T22:43:17,2025-03-02T00:43:17,Night,Store replen,3,0,1,138.8,0,0,1
BL-12221,AUS-01,pilot,1,2025-03-10T06:21:05,2025-03-10T08:21:05,Days,DTC web,3,0,0,82.1,0,0,0
BL-12222,AUS-01,pilot,1,2025-03-10T06:24:08,2025-03-10T08:24:08,Days,Marketplace,7,0,0,83.9,0,0,0
BL-12223,AUS-01,pilot,1,2025-03-10T14:20:45,2025-03-10T16:20:45,Swing,DTC web,2,1,0,55.6,0,0,0
BL-12224,AUS-01,pilot,1,2025-03-10T14:08:48,2025-03-10T16:08:48,Swing,Marketplace,9,0,0,86.2,0,0,0
BL-12225,AUS-01,pilot,1,2025-03-10T14:16:35,2025-03-10T16:16:35,Swing,DTC web,4,0,0,85.3,1,0,0
BL-12226,AUS-01,pilot,1,2025-03-10T14:18:13,2025-03-10T16:18:13,Swing,DTC web,2,1,0,80.1,0,0,0
BL-12227,AUS-01,pilot,1,2025-03-10T22:16:29,2025-03-11T00:16:29,Night,Store replen,1,0,0,65.6,0,0,0
BL-12228,AUS-01,pilot,1,2025-03-10T22:31:30,2025-03-11T00:31:30,Night,DTC web,1,0,0,63.7,1,0,0
BL-12229,AUS-01,pilot,1,2025-03-10T22:15:46,2025-03-11T00:15:46,Night,DTC web,5,0,0,95.4,0,0,0
BL-12230,AUS-01,pilot,1,2025-03-10T22:47:26,2025-03-11T00:47:26,Night,DTC web,3,0,0,62.0,0,0,0
BL-12231,AUS-01,pilot,1,2025-03-10T22:51:00,2025-03-11T00:51:00,Night,Marketplace,1,0,0,79.0,0,0,0
BL-12232,EWR-07,pilot,1,2025-03-10T06:47:15,2025-03-10T08:47:15,Days,DTC web,4,0,0,64.6,0,0,0
BL-12233,EWR-07,pilot,1,2025-03-10T06:29:23,2025-03-10T08:29:23,Days,DTC web,1,0,0,79.4,0,0,0
BL-12234,EWR-07,pilot,1,2025-03-10T06:27:11,2025-03-10T08:27:11,Days,DTC web,8,0,0,110.4,0,0,0
BL-12235,EWR-07,pilot,1,2025-03-10T06:29:41,2025-03-10T08:29:41,Days,Store replen,3,0,0,84.7,0,0,0
BL-12236,EWR-07,pilot,1,2025-03-10T06:29:49,2025-03-10T08:29:49,Days,DTC web,2,1,0,57.0,0,0,0
BL-12237,EWR-07,pilot,1,2025-03-10T06:35:20,2025-03-10T08:35:20,Days,DTC web,6,0,0,99.5,0,0,0
BL-12238,EWR-07,pilot,1,2025-03-10T06:29:01,2025-03-10T08:29:01,Days,DTC web,2,1,0,79.2,0,0,0
BL-12239,EWR-07,pilot,1,2025-03-10T14:48:21,2025-03-10T16:48:21,Swing,Marketplace,5,0,0,97.7,0,0,0
BL-12240,EWR-07,pilot,1,2025-03-10T14:14:00,2025-03-10T16:14:00,Swing,DTC web,6,0,1,105.5,0,0,0
BL-12241,EWR-07,pilot,1,2025-03-10T14:47:42,2025-03-10T16:47:42,Swing,DTC web,3,0,0,87.6,0,0,0
BL-12242,EWR-07,pilot,1,2025-03-10T14:30:16,2025-03-10T16:30:16,Swing,Store replen,4,0,0,124.7,0,0,1
BL-12243,EWR-07,pilot,1,2025-03-10T14:11:24,2025-03-10T16:11:24,Swing,Marketplace,4,0,0,91.4,0,0,0
BL-12244,EWR-07,pilot,1,2025-03-10T14:26:01,2025-03-10T16:26:01,Swing,Store replen,1,0,0,83.8,0,0,0
