order_id,step_id,step_name,step_seq,started_at,ended_at,dwell_minutes
BL-12261,pack,Pack,4,2025-03-10T15:24:21,2025-03-10T15:35:57,11.6
BL-12261,qc,QC gate,5,2025-03-10T15:35:57,2025-03-10T15:53:27,17.5
BL-12261,stage_ship,Stage & ship,6,2025-03-10T15:53:27,2025-03-10T15:59:51,6.4
BL-12262,wave_release,Wave release,1,2025-03-10T14:10:12,2025-03-10T14:15:42,5.5
BL-12262,slot_locate,Slot locate,2,2025-03-10T14:15:42,2025-03-10T14:26:12,10.5
BL-12262,pick,Pick,3,2025-03-10T14:26:12,2025-03-10T15:10:18,44.1
BL-12262,pack,Pack,4,2025-03-10T15:17:36,2025-03-10T15:37:54,20.3
BL-12262,qc,QC gate,5,2025-03-10T15:37:54,2025-03-10T15:54:36,16.7
BL-12262,stage_ship,Stage & ship,6,2025-03-10T15:54:36,2025-03-10T16:02:48,8.2
BL-12263,wave_release,Wave release,1,2025-03-10T22:36:17,2025-03-10T22:42:47,6.5
BL-12263,slot_locate,Slot locate,2,2025-03-10T22:42:47,2025-03-10T22:55:17,12.5
BL-12263,pick,Pick,3,2025-03-10T22:55:17,2025-03-10T23:24:59,29.7
BL-12263,pack,Pack,4,2025-03-10T23:24:59,2025-03-10T23:38:59,14.0
BL-12263,qc,QC gate,5,2025-03-10T23:48:05,2025-03-10T23:57:11,9.1
BL-12263,stage_ship,Stage & ship,6,2025-03-10T23:57:11,2025-03-11T00:14:47,17.6
BL-12264,wave_release,Wave release,1,2025-03-10T22:31:11,2025-03-10T22:40:05,8.9
BL-12264,slot_locate,Slot locate,2,2025-03-10T22:40:05,2025-03-10T22:47:11,7.1
BL-12264,pick,Pick,3,2025-03-10T22:56:17,2025-03-10T23:44:35,48.3
BL-12264,pack,Pack,4,2025-03-10T23:44:35,2025-03-11T00:00:53,16.3
BL-12264,qc,QC gate,5,2025-03-11T00:00:53,2025-03-11T00:19:47,18.9
BL-12264,stage_ship,Stage & ship,6,2025-03-11T00:19:47,2025-03-11T00:31:23,11.6
BL-12265,wave_release,Wave release,1,2025-03-10T22:42:25,2025-03-10T22:48:43,6.3
BL-12265,slot_locate,Slot locate,2,2025-03-10T22:48:43,2025-03-10T22:54:13,5.5
BL-12265,pick,Pick,3,2025-03-10T22:54:13,2025-03-10T23:52:55,58.7
BL-12265,pack,Pack,4,2025-03-11T00:06:43,2025-03-11T00:21:19,14.6
BL-12265,qc,QC gate,5,2025-03-11T00:21:19,2025-03-11T00:35:19,14.0
BL-12265,stage_ship,Stage & ship,6,2025-03-11T00:35:19,2025-03-11T00:45:13,9.9
BL-12266,wave_release,Wave release,1,2025-03-11T06:40:09,2025-03-11T06:45:27,5.3
BL-12266,slot_locate,Slot locate,2,2025-03-11T06:45:27,2025-03-11T06:49:21,3.9
BL-12266,pick,Pick,3,2025-03-11T06:49:21,2025-03-11T07:22:45,33.4
BL-12266,pack,Pack,4,2025-03-11T07:22:45,2025-03-11T07:31:57,9.2
BL-12266,qc,QC gate,5,2025-03-11T07:31:57,2025-03-11T07:47:39,15.7
BL-12266,stage_ship,Stage & ship,6,2025-03-11T07:47:39,2025-03-11T08:02:21,14.7
BL-12267,wave_release,Wave release,1,2025-03-11T06:40:49,2025-03-11T06:50:19,9.5
BL-12267,slot_locate,Slot locate,2,2025-03-11T06:50:19,2025-03-11T06:54:37,4.3
BL-12267,pick,Pick,3,2025-03-11T06:54:37,2025-03-11T07:48:43,54.1
BL-12267,pack,Pack,4,2025-03-11T07:48:43,2025-03-11T08:00:07,11.4
BL-12267,qc,QC gate,5,2025-03-11T08:00:07,2025-03-11T08:11:49,11.7
BL-12267,stage_ship,Stage & ship,6,2025-03-11T08:11:49,2025-03-11T08:18:31,6.7
BL-12268,wave_release,Wave release,1,2025-03-11T06:14:41,2025-03-11T06:19:11,4.5
BL-12268,slot_locate,Slot locate,2,2025-03-11T06:19:11,2025-03-11T06:24:35,5.4
BL-12268,pick,Pick,3,2025-03-11T06:34:41,2025-03-11T06:58:29,23.8
BL-12268,pack,Pack,4,2025-03-11T06:58:29,2025-03-11T07:15:23,16.9
BL-12268,qc,QC gate,5,2025-03-11T07:15:23,2025-03-11T07:20:17,4.9
BL-12268,stage_ship,Stage & ship,6,2025-03-11T07:20:17,2025-03-11T07:25:59,5.7
BL-12269,wave_release,Wave release,1,2025-03-11T14:18:10,2025-03-11T14:20:58,2.8
BL-12269,slot_locate,Slot locate,2,2025-03-11T14:20:58,2025-03-11T14:28:04,7.1
BL-12269,pick,Pick,3,2025-03-11T14:28:04,2025-03-11T15:13:46,45.7
BL-12269,pack,Pack,4,2025-03-11T15:13:46,2025-03-11T15:23:22,9.6
BL-12269,qc,QC gate,5,2025-03-11T15:23:22,2025-03-11T15:33:10,9.8
BL-12269,stage_ship,Stage & ship,6,2025-03-11T15:33:10,2025-03-11T15:41:46,8.6
BL-12270,wave_release,Wave release,1,2025-03-11T14:45:37,2025-03-11T14:49:49,4.2
BL-12270,slot_locate,Slot locate,2,2025-03-11T14:49:49,2025-03-11T14:55:49,6.0
BL-12270,pick,Pick,3,2025-03-11T14:55:49,2025-03-11T15:38:43,42.9
BL-12270,pack,Pack,4,2025-03-11T15:38:43,2025-03-11T15:50:13,11.5
BL-12270,qc,QC gate,5,2025-03-11T15:50:13,2025-03-11T16:00:37,10.4
BL-12270,stage_ship,Stage & ship,6,2025-03-11T16:00:37,2025-03-11T16:04:25,3.8
BL-12271,wave_release,Wave release,1,2025-03-11T14:20:25,2025-03-11T14:24:25,4.0
BL-12271,slot_locate,Slot locate,2,2025-03-11T14:24:25,2025-03-11T14:29:01,4.6
BL-12271,pick,Pick,3,2025-03-11T14:29:01,2025-03-11T15:00:13,31.2
BL-12271,pack,Pack,4,2025-03-11T15:00:13,2025-03-11T15:20:55,20.7
BL-12271,qc,QC gate,5,2025-03-11T15:20:55,2025-03-11T15:30:07,9.2
BL-12271,stage_ship,Stage & ship,6,2025-03-11T15:30:07,2025-03-11T15:36:19,6.2
BL-12272,wave_release,Wave release,1,2025-03-11T14:35:46,2025-03-11T14:39:52,4.1
BL-12272,slot_locate,Slot locate,2,2025-03-11T14:39:52,2025-03-11T14:45:10,5.3
BL-12272,pick,Pick,3,2025-03-11T14:45:10,2025-03-11T15:17:04,31.9
BL-12272,pack,Pack,4,2025-03-11T15:17:04,2025-03-11T15:49:34,32.5
BL-12272,qc,QC gate,5,2025-03-11T15:49:34,2025-03-11T16:05:04,15.5
BL-12272,stage_ship,Stage & ship,6,2025-03-11T16:05:04,2025-03-11T16:13:28,8.4
BL-12273,wave_release,Wave release,1,2025-03-11T14:34:03,2025-03-11T14:38:09,4.1
BL-12273,slot_locate,Slot locate,2,2025-03-11T14:38:09,2025-03-11T14:50:09,12.0
BL-12273,pick,Pick,3,2025-03-11T14:50:09,2025-03-11T15:36:51,46.7
BL-12273,pack,Pack,4,2025-03-11T15:36:51,2025-03-11T15:48:27,11.6
BL-12273,qc,QC gate,5,2025-03-11T15:48:27,2025-03-11T16:04:15,15.8
BL-12273,stage_ship,Stage & ship,6,2025-03-11T16:04:15,2025-03-11T16:10:57,6.7
BL-12274,wave_release,Wave release,1,2025-03-11T14:24:22,2025-03-11T14:30:04,5.7
BL-12274,slot_locate,Slot locate,2,2025-03-11T14:30:04,2025-03-11T14:34:22,4.3
BL-12274,pick,Pick,3,2025-03-11T14:34:22,2025-03-11T15:07:52,33.5
BL-12274,pack,Pack,4,2025-03-11T15:07:52,2025-03-11T15:23:22,15.5
BL-12274,qc,QC gate,5,2025-03-11T15:23:22,2025-03-11T15:41:46,18.4
BL-12274,stage_ship,Stage & ship,6,2025-03-11T15:41:46,2025-03-11T15:51:34,9.8
BL-12275,wave_release,Wave release,1,2025-03-11T14:39:46,2025-03-11T14:43:16,3.5
BL-12275,slot_locate,Slot locate,2,2025-03-11T14:43:16,2025-03-11T14:53:40,10.4
BL-12275,pick,Pick,3,2025-03-11T14:53:40,2025-03-11T15:31:16,37.6
BL-12275,pack,Pack,4,2025-03-11T15:31:16,2025-03-11T15:39:10,7.9
BL-12275,qc,QC gate,5,2025-03-11T15:39:10,2025-03-11T15:50:04,10.9
BL-12275,stage_ship,Stage & ship,6,2025-03-11T15:50:04,2025-03-11T15:54:34,4.5
BL-12276,wave_release,Wave release,1,2025-03-11T14:35:00,2025-03-11T14:39:48,4.8
BL-12276,slot_locate,Slot locate,2,2025-03-11T14:39:48,2025-03-11T14:49:00,9.2
BL-12276,pick,Pick,3,2025-03-11T14:49:00,2025-03-11T15:20:00,31.0
BL-12276,pack,Pack,4,2025-03-11T15:20:00,2025-03-11T15:26:42,6.7
BL-12276,qc,QC gate,5,2025-03-11T15:26:42,2025-03-11T15:37:36,10.9
BL-12276,stage_ship,Stage & ship,6,2025-03-11T15:37:36,2025-03-11T15:44:54,7.3
BL-12277,wave_release,Wave release,1,2025-03-11T22:39:41,2025-03-11T22:44:17,4.6
BL-12277,slot_locate,Slot locate,2,2025-03-11T22:44:17,2025-03-11T22:49:47,5.5
BL-12277,pick,Pick,3,2025-03-11T22:49:47,2025-03-11T23:29:53,40.1
BL-12277,pack,Pack,4,2025-03-11T23:29:53,2025-03-11T23:46:53,17.0
BL-12277,qc,QC gate,5,2025-03-11T23:46:53,2025-03-12T00:03:29,16.6
BL-12277,stage_ship,Stage & ship,6,2025-03-12T00:03:29,2025-03-12T00:11:23,7.9
BL-12278,wave_release,Wave release,1,2025-03-11T22:48:09,2025-03-11T22:53:09,5.0
BL-12278,slot_locate,Slot locate,2,2025-03-11T22:53:09,2025-03-11T22:59:39,6.5
BL-12278,pick,Pick,3,2025-03-11T22:59:39,2025-03-11T23:21:33,21.9
BL-12278,pack,Pack,4,2025-03-11T23:21:33,2025-03-11T23:34:21,12.8
BL-12278,qc,QC gate,5,2025-03-11T23:34:21,2025-03-11T23:42:51,8.5
BL-12278,stage_ship,Stage & ship,6,2025-03-11T23:42:51,2025-03-11T23:54:33,11.7
BL-12279,wave_release,Wave release,1,2025-03-11T22:12:24,2025-03-11T22:16:12,3.8
BL-12279,slot_locate,Slot locate,2,2025-03-11T22:16:12,2025-03-11T22:20:06,3.9
BL-12279,pick,Pick,3,2025-03-11T22:20:06,2025-03-11T23:15:12,55.1
BL-12279,pack,Pack,4,2025-03-11T23:15:12,2025-03-11T23:32:36,17.4
BL-12279,qc,QC gate,5,2025-03-11T23:32:36,2025-03-11T23:44:18,11.7
BL-12279,stage_ship,Stage & ship,6,2025-03-11T23:44:18,2025-03-11T23:47:36,3.3
BL-12280,wave_release,Wave release,1,2025-03-11T22:49:21,2025-03-11T22:54:09,4.8
BL-12280,slot_locate,Slot locate,2,2025-03-11T22:54:09,2025-03-11T23:05:15,11.1
BL-12280,pick,Pick,3,2025-03-11T23:05:15,2025-03-11T23:34:57,29.7
BL-12280,pack,Pack,4,2025-03-11T23:34:57,2025-03-11T23:46:03,11.1
BL-12280,qc,QC gate,5,2025-03-11T23:46:03,2025-03-11T23:54:03,8.0
BL-12280,stage_ship,Stage & ship,6,2025-03-11T23:54:03,2025-03-11T23:58:21,4.3
BL-12281,wave_release,Wave release,1,2025-03-11T22:42:11,2025-03-11T22:48:29,6.3
BL-12281,slot_locate,Slot locate,2,2025-03-11T22:48:29,2025-03-11T22:56:47,8.3
BL-12281,pick,Pick,3,2025-03-11T22:56:47,2025-03-11T23:40:05,43.3
BL-12281,pack,Pack,4,2025-03-11T23:40:05,2025-03-11T23:47:47,7.7
BL-12281,qc,QC gate,5,2025-03-11T23:47:47,2025-03-12T00:02:29,14.7
BL-12281,stage_ship,Stage & ship,6,2025-03-12T00:02:29,2025-03-12T00:08:11,5.7
BL-12282,wave_release,Wave release,1,2025-03-11T22:42:33,2025-03-11T22:47:57,5.4
BL-12282,slot_locate,Slot locate,2,2025-03-11T22:47:57,2025-03-11T22:53:57,6.0
BL-12282,pick,Pick,3,2025-03-11T22:53:57,2025-03-11T23:48:33,54.6
BL-12282,pack,Pack,4,2025-03-11T23:48:33,2025-03-11T23:59:39,11.1
BL-12282,qc,QC gate,5,2025-03-11T23:59:39,2025-03-12T00:12:09,12.5
BL-12282,stage_ship,Stage & ship,6,2025-03-12T00:12:09,2025-03-12T00:17:21,5.2
BL-12283,wave_release,Wave release,1,2025-03-11T06:23:15,2025-03-11T06:30:03,6.8
BL-12283,slot_locate,Slot locate,2,2025-03-11T06:30:03,2025-03-11T06:39:09,9.1
BL-12283,pick,Pick,3,2025-03-11T06:39:09,2025-03-11T07:19:45,40.6
BL-12283,pack,Pack,4,2025-03-11T07:19:45,2025-03-11T07:29:39,9.9
BL-12283,qc,QC gate,5,2025-03-11T07:29:39,2025-03-11T07:45:15,15.6
BL-12283,stage_ship,Stage & ship,6,2025-03-11T07:45:15,2025-03-11T07:56:57,11.7
BL-12284,wave_release,Wave release,1,2025-03-11T06:25:36,2025-03-11T06:30:36,5.0
BL-12284,slot_locate,Slot locate,2,2025-03-11T06:30:36,2025-03-11T06:37:24,6.8
BL-12284,pick,Pick,3,2025-03-11T06:37:24,2025-03-11T07:19:36,42.2
BL-12284,pack,Pack,4,2025-03-11T07:19:36,2025-03-11T07:33:12,13.6
BL-12284,qc,QC gate,5,2025-03-11T07:33:12,2025-03-11T07:40:48,7.6
BL-12284,stage_ship,Stage & ship,6,2025-03-11T07:40:48,2025-03-11T07:47:54,7.1
BL-12285,wave_release,Wave release,1,2025-03-11T06:36:11,2025-03-11T06:42:29,6.3
BL-12285,slot_locate,Slot locate,2,2025-03-11T06:42:29,2025-03-11T06:49:41,7.2
BL-12285,pick,Pick,3,2025-03-11T06:49:41,2025-03-11T07:32:35,42.9
BL-12285,pack,Pack,4,2025-03-11T07:32:35,2025-03-11T07:45:05,12.5
BL-12285,qc,QC gate,5,2025-03-11T07:45:05,2025-03-11T07:56:59,11.9
BL-12285,stage_ship,Stage & ship,6,2025-03-11T07:56:59,2025-03-11T08:03:47,6.8
BL-12286,wave_release,Wave release,1,2025-03-11T06:29:00,2025-03-11T06:34:00,5.0
BL-12286,slot_locate,Slot locate,2,2025-03-11T06:34:00,2025-03-11T06:40:06,6.1
BL-12286,pick,Pick,3,2025-03-11T06:40:06,2025-03-11T07:15:54,35.8
BL-12286,pack,Pack,4,2025-03-11T07:15:54,2025-03-11T07:28:24,12.5
BL-12286,qc,QC gate,5,2025-03-11T07:28:24,2025-03-11T07:40:54,12.5
BL-12286,stage_ship,Stage & ship,6,2025-03-11T07:40:54,2025-03-11T07:49:12,8.3
BL-12287,wave_release,Wave release,1,2025-03-11T06:21:19,2025-03-11T06:28:01,6.7
BL-12287,slot_locate,Slot locate,2,2025-03-11T06:28:01,2025-03-11T06:33:43,5.7
BL-12287,pick,Pick,3,2025-03-11T06:33:43,2025-03-11T07:16:13,42.5
BL-12287,pack,Pack,4,2025-03-11T07:16:13,2025-03-11T07:26:49,10.6
BL-12287,qc,QC gate,5,2025-03-11T07:26:49,2025-03-11T07:45:37,18.8
BL-12287,stage_ship,Stage & ship,6,2025-03-11T07:45:37,2025-03-11T07:51:49,6.2
BL-12288,wave_release,Wave release,1,2025-03-11T06:09:47,2025-03-11T06:14:11,4.4
BL-12288,slot_locate,Slot locate,2,2025-03-11T06:14:11,2025-03-11T06:18:29,4.3
BL-12288,pick,Pick,3,2025-03-11T06:18:29,2025-03-11T06:44:47,26.3
BL-12288,pack,Pack,4,2025-03-11T06:44:47,2025-03-11T06:58:59,14.2
BL-12288,qc,QC gate,5,2025-03-11T07:09:05,2025-03-11T07:10:47,1.7
BL-12288,stage_ship,Stage & ship,6,2025-03-11T07:10:47,2025-03-11T07:19:05,8.3
BL-12289,wave_release,Wave release,1,2025-03-11T14:49:11,2025-03-11T14:52:23,3.2
BL-12289,slot_locate,Slot locate,2,2025-03-11T14:52:23,2025-03-11T15:06:17,13.9
BL-12289,pick,Pick,3,2025-03-11T15:06:17,2025-03-11T16:01:53,55.6
BL-12289,pack,Pack,4,2025-03-11T16:09:17,2025-03-11T16:27:53,18.6
BL-12289,qc,QC gate,5,2025-03-11T16:27:53,2025-03-11T16:39:41,11.8
BL-12289,stage_ship,Stage & ship,6,2025-03-11T16:39:41,2025-03-11T16:45:59,6.3
BL-12290,wave_release,Wave release,1,2025-03-11T14:19:10,2025-03-11T14:23:28,4.3
BL-12290,slot_locate,Slot locate,2,2025-03-11T14:23:28,2025-03-11T14:30:16,6.8
BL-12290,pick,Pick,3,2025-03-11T14:30:16,2025-03-11T14:55:34,25.3
BL-12290,pack,Pack,4,2025-03-11T14:55:34,2025-03-11T15:06:52,11.3
BL-12290,qc,QC gate,5,2025-03-11T15:06:52,2025-03-11T15:25:22,18.5
BL-12290,stage_ship,Stage & ship,6,2025-03-11T15:25:22,2025-03-11T15:32:52,7.5
BL-12291,wave_release,Wave release,1,2025-03-11T14:26:25,2025-03-11T14:31:49,5.4
BL-12291,slot_locate,Slot locate,2,2025-03-11T14:31:49,2025-03-11T14:38:37,6.8
BL-12291,pick,Pick,3,2025-03-11T14:38:37,2025-03-11T15:33:25,54.8
BL-12291,pack,Pack,4,2025-03-11T15:44:55,2025-03-11T15:57:37,12.7
BL-12291,qc,QC gate,5,2025-03-11T15:57:37,2025-03-11T16:07:49,10.2
BL-12291,stage_ship,Stage & ship,6,2025-03-11T16:07:49,2025-03-11T16:15:55,8.1
BL-12292,wave_release,Wave release,1,2025-03-11T14:49:18,2025-03-11T14:56:42,7.4
BL-12292,slot_locate,Slot locate,2,2025-03-11T14:56:42,2025-03-11T15:04:00,7.3
BL-12292,pick,Pick,3,2025-03-11T15:04:00,2025-03-11T15:49:18,45.3
BL-12292,pack,Pack,4,2025-03-11T15:49:18,2025-03-11T16:07:24,18.1
BL-12292,qc,QC gate,5,2025-03-11T16:07:24,2025-03-11T16:20:54,13.5
BL-12292,stage_ship,Stage & ship,6,2025-03-11T16:20:54,2025-03-11T16:30:18,9.4
BL-12293,wave_release,Wave release,1,2025-03-11T14:37:30,2025-03-11T14:45:00,7.5
BL-12293,slot_locate,Slot locate,2,2025-03-11T14:45:00,2025-03-11T14:51:24,6.4
BL-12293,pick,Pick,3,2025-03-11T14:51:24,2025-03-11T15:24:18,32.9
BL-12293,pack,Pack,4,2025-03-11T15:24:18,2025-03-11T15:35:36,11.3
BL-12293,qc,QC gate,5,2025-03-11T15:44:06,2025-03-11T15:56:24,12.3
BL-12293,stage_ship,Stage & ship,6,2025-03-11T16:13:24,2025-03-11T16:19:42,6.3
BL-12294,wave_release,Wave release,1,2025-03-11T14:16:21,2025-03-11T14:25:03,8.7
BL-12294,slot_locate,Slot locate,2,2025-03-11T14:25:03,2025-03-11T14:27:33,2.5
BL-12294,pick,Pick,3,2025-03-11T14:27:33,2025-03-11T14:48:21,20.8
BL-12294,pack,Pack,4,2025-03-11T14:48:21,2025-03-11T15:03:39,15.3
BL-12294,qc,QC gate,5,2025-03-11T15:03:39,2025-03-11T15:06:57,3.3
BL-12294,stage_ship,Stage & ship,6,2025-03-11T15:06:57,2025-03-11T15:13:03,6.1
BL-12295,wave_release,Wave release,1,2025-03-11T14:44:41,2025-03-11T14:52:53,8.2
BL-12295,slot_locate,Slot locate,2,2025-03-11T14:52:53,2025-03-11T15:00:17,7.4
BL-12295,pick,Pick,3,2025-03-11T15:00:17,2025-03-11T15:49:47,49.5
BL-12295,pack,Pack,4,2025-03-11T15:49:47,2025-03-11T16:01:29,11.7
BL-12295,qc,QC gate,5,2025-03-11T16:01:29,2025-03-11T16:19:41,18.2
BL-12295,stage_ship,Stage & ship,6,2025-03-11T16:19:41,2025-03-11T16:26:23,6.7
BL-12296,wave_release,Wave release,1,2025-03-11T14:36:27,2025-03-11T14:45:33,9.1
BL-12296,slot_locate,Slot locate,2,2025-03-11T14:45:33,2025-03-11T14:50:39,5.1
BL-12296,pick,Pick,3,2025-03-11T14:50:39,2025-03-11T15:31:03,40.4
BL-12296,pack,Pack,4,2025-03-11T15:31:03,2025-03-11T15:48:09,17.1
BL-12296,qc,QC gate,5,2025-03-11T15:48:09,2025-03-11T16:02:45,14.6
BL-12296,stage_ship,Stage & ship,6,2025-03-11T16:02:45,2025-03-11T16:10:21,7.6
BL-12297,wave_release,Wave release,1,2025-03-11T14:35:32,2025-03-11T14:39:14,3.7
BL-12297,slot_locate,Slot locate,2,2025-03-11T14:39:14,2025-03-11T14:48:56,9.7
BL-12297,pick,Pick,3,2025-03-11T14:48:56,2025-03-11T15:34:14,45.3
BL-12297,pack,Pack,4,2025-03-11T15:34:14,2025-03-11T15:47:08,12.9
BL-12297,qc,QC gate,5,2025-03-11T15:47:08,2025-03-11T16:01:14,14.1
BL-12297,stage_ship,Stage & ship,6,2025-03-11T16:01:14,2025-03-11T16:10:02,8.8
BL-12298,wave_release,Wave release,1,2025-03-11T22:38:00,2025-03-11T22:45:24,7.4
BL-12298,slot_locate,Slot locate,2,2025-03-11T22:45:24,2025-03-11T22:53:24,8.0
BL-12298,pick,Pick,3,2025-03-11T22:53:24,2025-03-11T23:05:00,11.6
BL-12298,pack,Pack,4,2025-03-11T23:05:00,2025-03-11T23:20:30,15.5
BL-12298,qc,QC gate,5,2025-03-11T23:20:30,2025-03-11T23:35:18,14.8
BL-12298,stage_ship,Stage & ship,6,2025-03-11T23:35:18,2025-03-11T23:47:18,12.0
BL-12299,wave_release,Wave release,1,2025-03-11T22:43:00,2025-03-11T22:47:24,4.4
BL-12299,slot_locate,Slot locate,2,2025-03-11T22:47:24,2025-03-11T22:55:36,8.2
BL-12299,pick,Pick,3,2025-03-11T22:55:36,2025-03-11T23:18:18,22.7
BL-12299,pack,Pack,4,2025-03-11T23:18:18,2025-03-11T23:31:48,13.5
BL-12299,qc,QC gate,5,2025-03-11T23:31:48,2025-03-11T23:35:54,4.1
BL-12299,stage_ship,Stage & ship,6,2025-03-11T23:35:54,2025-03-11T23:47:48,11.9
BL-12300,wave_release,Wave release,1,2025-03-11T22:43:20,2025-03-11T22:51:26,8.1
BL-12300,slot_locate,Slot locate,2,2025-03-11T22:51:26,2025-03-11T23:01:02,9.6
BL-12300,pick,Pick,3,2025-03-11T23:01:02,2025-03-11T23:51:26,50.4
BL-12300,pack,Pack,4,2025-03-11T23:51:26,2025-03-12T00:07:26,16.0
BL-12300,qc,QC gate,5,2025-03-12T00:07:26,2025-03-12T00:32:44,25.3
BL-12300,stage_ship,Stage & ship,6,2025-03-12T00:32:44,2025-03-12T00:45:20,12.6
BL-12301,wave_release,Wave release,1,2025-03-11T22:31:17,2025-03-11T22:35:53,4.6
BL-12301,slot_locate,Slot locate,2,2025-03-11T22:35:53,2025-03-11T22:44:35,8.7
BL-12301,pick,Pick,3,2025-03-11T22:44:35,2025-03-12T00:11:11,86.6
BL-12301,pack,Pack,4,2025-03-12T00:11:11,2025-03-12T00:22:35,11.4
BL-12301,qc,QC gate,5,2025-03-12T00:22:35,2025-03-12T00:37:41,15.1
BL-12301,stage_ship,Stage & ship,6,2025-03-12T00:37:41,2025-03-12T00:46:17,8.6
BL-12302,wave_release,Wave release,1,2025-03-11T22:27:04,2025-03-11T22:31:10,4.1
BL-12302,slot_locate,Slot locate,2,2025-03-11T22:31:10,2025-03-11T22:38:28,7.3
BL-12302,pick,Pick,3,2025-03-11T22:38:28,2025-03-11T23:20:58,42.5
BL-12302,pack,Pack,4,2025-03-11T23:20:58,2025-03-11T23:30:10,9.2
BL-12302,qc,QC gate,5,2025-03-11T23:30:10,2025-03-11T23:35:58,5.8
BL-12302,stage_ship,Stage & ship,6,2025-03-11T23:35:58,2025-03-11T23:46:16,10.3
BL-12303,wave_release,Wave release,1,2025-03-11T22:12:28,2025-03-11T22:18:04,5.6
BL-12303,slot_locate,Slot locate,2,2025-03-11T22:18:04,2025-03-11T22:23:28,5.4
BL-12303,pick,Pick,3,2025-03-11T22:23:28,2025-03-11T23:10:16,46.8
BL-12303,pack,Pack,4,2025-03-11T23:10:16,2025-03-11T23:18:22,8.1
BL-12303,qc,QC gate,5,2025-03-11T23:18:22,2025-03-11T23:42:52,24.5
BL-12303,stage_ship,Stage & ship,6,2025-03-11T23:42:52,2025-03-11T23:49:16,6.4
BL-12304,wave_release,Wave release,1,2025-03-11T22:17:06,2025-03-11T22:21:12,4.1
BL-12304,slot_locate,Slot locate,2,2025-03-11T22:21:12,2025-03-11T22:30:48,9.6
BL-12304,pick,Pick,3,2025-03-11T22:30:48,2025-03-11T23:11:18,40.5
BL-12304,pack,Pack,4,2025-03-11T23:11:18,2025-03-11T23:29:06,17.8
BL-12304,qc,QC gate,5,2025-03-11T23:29:06,2025-03-11T23:45:00,15.9
BL-12304,stage_ship,Stage & ship,6,2025-03-11T23:45:00,2025-03-11T23:51:54,6.9
BL-12305,wave_release,Wave release,1,2025-03-11T06:12:30,2025-03-11T06:18:48,6.3
BL-12305,slot_locate,Slot locate,2,2025-03-11T06:18:48,2025-03-11T06:24:54,6.1
BL-12305,pick,Pick,3,2025-03-11T06:24:54,2025-03-11T07:48:42,83.8
BL-12305,pack,Pack,4,2025-03-11T07:48:42,2025-03-11T08:01:54,13.2
BL-12305,qc,QC gate,5,2025-03-11T08:01:54,2025-03-11T08:19:24,17.5
BL-12305,stage_ship,Stage & ship,6,2025-03-11T08:19:24,2025-03-11T08:28:06,8.7
BL-12306,wave_release,Wave release,1,2025-03-11T06:22:15,2025-03-11T06:28:03,5.8
BL-12306,slot_locate,Slot locate,2,2025-03-11T06:28:03,2025-03-11T06:36:51,8.8
BL-12306,pick,Pick,3,2025-03-11T06:36:51,2025-03-11T07:10:21,33.5
BL-12306,pack,Pack,4,2025-03-11T07:10:21,2025-03-11T07:26:45,16.4
BL-12306,qc,QC gate,5,2025-03-11T07:26:45,2025-03-11T07:33:45,7.0
BL-12306,stage_ship,Stage & ship,6,2025-03-11T07:33:45,2025-03-11T07:41:51,8.1
BL-12307,wave_release,Wave release,1,2025-03-11T06:32:17,2025-03-11T06:39:23,7.1
BL-12307,slot_locate,Slot locate,2,2025-03-11T06:39:23,2025-03-11T06:47:41,8.3
BL-12307,pick,Pick,3,2025-03-11T06:47:41,2025-03-11T08:24:11,96.5
BL-12307,pack,Pack,4,2025-03-11T08:24:11,2025-03-11T08:34:05,9.9
BL-12307,qc,QC gate,5,2025-03-11T08:34:05,2025-03-11T08:40:35,6.5
BL-12307,stage_ship,Stage & ship,6,2025-03-11T08:40:35,2025-03-11T08:50:05,9.5
BL-12308,wave_release,Wave release,1,2025-03-11T06:44:39,2025-03-11T06:48:27,3.8
BL-12308,slot_locate,Slot locate,2,2025-03-11T06:48:27,2025-03-11T06:55:21,6.9
BL-12308,pick,Pick,3,2025-03-11T07:03:15,2025-03-11T07:32:51,29.6
BL-12308,pack,Pack,4,2025-03-11T07:32:51,2025-03-11T07:43:27,10.6
BL-12308,qc,QC gate,5,2025-03-11T07:43:27,2025-03-11T07:52:03,8.6
BL-12308,stage_ship,Stage & ship,6,2025-03-11T07:52:03,2025-03-11T07:58:57,6.9
BL-12309,wave_release,Wave release,1,2025-03-11T06:34:22,2025-03-11T06:41:52,7.5
BL-12309,slot_locate,Slot locate,2,2025-03-11T06:41:52,2025-03-11T06:46:52,5.0
BL-12309,pick,Pick,3,2025-03-11T06:46:52,2025-03-11T07:55:10,68.3
BL-12309,pack,Pack,4,2025-03-11T07:55:10,2025-03-11T08:08:52,13.7
BL-12309,qc,QC gate,5,2025-03-11T08:08:52,2025-03-11T08:18:04,9.2
BL-12309,stage_ship,Stage & ship,6,2025-03-11T08:18:04,2025-03-11T08:27:58,9.9
BL-12310,wave_release,Wave release,1,2025-03-11T14:10:03,2025-03-11T14:15:03,5.0
BL-12310,slot_locate,Slot locate,2,2025-03-11T14:15:03,2025-03-11T14:23:21,8.3
BL-12310,pick,Pick,3,2025-03-11T14:23:21,2025-03-11T14:57:39,34.3
